"fielding.start","fielding.end","mid_date","pollster","sample","what","y"
2013-05-16,2013-05-19,2013-05-17,"Essential",962,"OTH",9
2013-05-23,2013-05-26,2013-05-24,"Essential",953,"OTH",10
2013-05-30,2013-06-02,2013-05-31,"Essential",951.5,"OTH",9
2013-06-06,2013-06-10,2013-06-08,"Essential",953,"OTH",9
2013-06-13,2013-06-16,2013-06-14,"Essential",956.5,"OTH",10
2013-06-20,2013-06-23,2013-06-21,"Essential",958,"OTH",11
2013-06-27,2013-06-30,2013-06-28,"Essential",906,"OTH",7
2013-07-04,2013-07-07,2013-07-05,"Essential",889,"OTH",8
2013-07-11,2013-07-14,2013-07-12,"Essential",939.5,"OTH",8
2013-07-18,2013-07-22,2013-07-20,"Essential",990,"OTH",9
2013-07-25,2013-07-28,2013-07-26,"Essential",956,"OTH",8
2013-08-01,2013-08-04,2013-08-02,"Essential",973,"OTH",10
2013-08-09,2013-08-12,2013-08-10,"Essential",926,"OTH",8
2013-08-14,2013-08-18,2013-08-16,"Essential",976,"OTH",9
2013-08-21,2013-08-25,2013-08-23,"Essential",938,"OTH",10
2013-08-29,2013-09-01,2013-08-30,"Essential",918,"OTH",11
2013-09-01,2013-09-04,2013-09-02,"Essential",1035,"OTH",12
2007-04-20,2007-04-22,2007-04-21,"Galaxy (phone)",1004,"OTH",5
2007-05-11,2007-05-13,2007-05-12,"Galaxy (phone)",1004,"OTH",3
2007-06-02,2007-06-03,2007-06-02,"Galaxy (phone)",1021,"OTH",4
2007-06-29,2007-07-01,2007-06-30,"Galaxy (phone)",1001,"OTH",4
2007-07-27,2007-07-29,2007-07-28,"Galaxy (phone)",996,"OTH",5
2007-08-24,2007-08-26,2007-08-25,"Galaxy (phone)",1004,"OTH",5
2007-09-21,2007-09-23,2007-09-22,"Galaxy (phone)",1018,"OTH",5
2007-10-16,2007-10-17,2007-10-16,"Galaxy (phone)",800,"OTH",4.09999999999999
2007-11-02,2007-11-04,2007-11-03,"Galaxy (phone)",1010,"OTH",4.2
2007-11-20,2007-11-21,2007-11-20,"Galaxy (phone)",1200,"OTH",6.5
2008-11-14,2008-11-16,2008-11-15,"Galaxy (phone)",923.5,"OTH",6
2009-05-29,2009-05-31,2009-05-30,"Galaxy (phone)",937,"OTH",6
2009-06-26,2009-06-28,2009-06-27,"Galaxy (phone)",937,"OTH",6
2010-05-14,2010-05-16,2010-05-15,"Galaxy (phone)",994,"OTH",8
2010-06-24,2010-06-24,2010-06-24,"Galaxy (phone)",800,"OTH",6
2010-06-25,2010-06-25,2010-06-25,"Galaxy (phone)",800,"OTH",5
2010-08-05,2010-08-06,2010-08-05,"Galaxy (phone)",1014,"OTH",7
2010-08-18,2010-08-20,2010-08-19,"Galaxy (phone)",1200,"OTH",7
2011-07-29,2011-07-31,2011-07-30,"Galaxy (phone)",2000,"OTH",8
2011-10-14,2011-10-16,2011-10-15,"Galaxy (phone)",1009,"OTH",8
2012-01-27,2012-01-28,2012-01-27,"Galaxy (phone)",1001,"OTH",6
2012-02-23,2012-02-24,2012-02-23,"Galaxy (phone)",1020,"OTH",7
2012-04-27,2012-04-29,2012-04-28,"Galaxy (phone)",1012,"OTH",8
2012-06-15,2012-06-17,2012-06-16,"Galaxy (phone)",995,"OTH",8
2012-11-02,2012-11-04,2012-11-03,"Galaxy (phone)",1003,"OTH",7
2012-11-29,2012-11-30,2012-11-29,"Galaxy (phone)",1015,"OTH",7
2013-02-01,2013-02-03,2013-02-02,"Galaxy (phone)",1015,"OTH",7
2013-03-05,2013-03-07,2013-03-06,"Galaxy (phone)",1010,"OTH",9
2013-03-22,2013-03-23,2013-03-22,"Galaxy (phone)",1005,"OTH",9
2013-04-09,2013-04-11,2013-04-10,"Galaxy (phone)",1005,"OTH",8
2013-05-15,2013-05-16,2013-05-15,"Galaxy (phone)",1006,"OTH",10
2013-06-11,2013-06-13,2013-06-12,"Galaxy (phone)",996,"OTH",10
2013-06-27,2013-06-28,2013-06-27,"Galaxy (phone)",1002,"OTH",8
2013-07-23,2013-07-25,2013-07-24,"Galaxy (phone)",1015,"OTH",7
2013-08-07,2013-08-09,2013-08-08,"Galaxy (phone)",1002,"OTH",7
2013-08-14,2013-08-15,2013-08-14,"Galaxy (phone)",1056,"OTH",9
2013-08-28,2013-08-29,2013-08-28,"Galaxy (phone)",1012,"OTH",9
2013-09-02,2013-09-04,2013-09-03,"Galaxy (phone)",1503,"OTH",11
2010-08-14,2010-08-15,2010-08-14,"JWS",28000,"OTH",6.4
2013-01-17,2013-01-17,2013-01-17,"JWS",3350,"OTH",8.3
2013-03-25,2013-03-25,2013-03-25,"JWS",4070,"OTH",8.09999999999999
2013-07-06,2013-07-07,2013-07-06,"Lonergan",1369,"OTH",7
2013-08-17,2013-08-18,2013-08-17,"Lonergan",1676,"OTH",9
2013-08-29,2013-08-29,2013-08-29,"Lonergan",825,"OTH",7
2013-09-05,2013-09-05,2013-09-05,"Lonergan mobile only",862,"OTH",10
2007-05-16,2007-05-17,2007-05-16,"Morgan (phone)",582,"OTH",6
2007-06-05,2007-06-07,2007-06-06,"Morgan (phone)",556,"OTH",6.5
2007-06-13,2007-06-14,2007-06-13,"Morgan (phone)",614,"OTH",7
2007-07-04,2007-07-05,2007-07-04,"Morgan (phone)",611,"OTH",9
2007-07-11,2007-07-12,2007-07-11,"Morgan (phone)",600,"OTH",6
2007-07-25,2007-07-26,2007-07-25,"Morgan (phone)",572,"OTH",7.5
2007-08-08,2007-08-09,2007-08-08,"Morgan (phone)",589,"OTH",7
2007-08-21,2007-08-22,2007-08-21,"Morgan (phone)",633,"OTH",5.5
2007-10-04,2007-10-06,2007-10-05,"Morgan (phone)",611,"OTH",8
2007-10-17,2007-10-18,2007-10-17,"Morgan (phone)",598,"OTH",6.5
2007-10-24,2007-10-25,2007-10-24,"Morgan (phone)",520,"OTH",4.5
2007-11-07,2007-11-08,2007-11-07,"Morgan (phone)",552,"OTH",6
2007-11-15,2007-11-17,2007-11-16,"Morgan (phone)",1670,"OTH",5.5
2007-11-21,2007-11-22,2007-11-21,"Morgan (phone)",1648,"OTH",6
2007-11-23,2007-11-23,2007-11-23,"Morgan (phone)",2115,"OTH",6.5
2007-12-05,2007-12-06,2007-12-05,"Morgan (phone)",855,"OTH",7.5
2008-01-23,2008-01-24,2008-01-23,"Morgan (phone)",849.5,"OTH",5
2008-01-30,2008-01-31,2008-01-30,"Morgan (phone)",789.5,"OTH",7.5
2008-03-11,2008-03-12,2008-03-11,"Morgan (phone)",873.5,"OTH",7.1
2008-03-26,2008-04-03,2008-03-30,"Morgan (phone)",858.5,"OTH",7.5
2008-04-09,2008-04-10,2008-04-09,"Morgan (phone)",915.5,"OTH",5.5
2008-04-16,2008-04-17,2008-04-16,"Morgan (phone)",930.5,"OTH",6
2008-05-03,2008-05-04,2008-05-03,"Morgan (phone)",871,"OTH",7
2008-05-07,2008-05-11,2008-05-09,"Morgan (phone)",907,"OTH",7
2008-06-04,2008-06-09,2008-06-06,"Morgan (phone)",990,"OTH",7.5
2008-09-24,2008-09-25,2008-09-24,"Morgan (phone)",961,"OTH",7
2008-10-08,2008-10-09,2008-10-08,"Morgan (phone)",964,"OTH",8
2008-10-15,2008-10-16,2008-10-15,"Morgan (phone)",915,"OTH",6
2009-05-20,2009-05-21,2009-05-20,"Morgan (phone)",946.5,"OTH",7
2009-06-03,2009-06-04,2009-06-03,"Morgan (phone)",949.5,"OTH",8
2009-06-10,2009-06-11,2009-06-10,"Morgan (phone)",949.5,"OTH",7.5
2009-07-01,2009-07-02,2009-07-01,"Morgan (phone)",954.5,"OTH",6.5
2009-08-05,2009-08-06,2009-08-05,"Morgan (phone)",948,"OTH",6
2009-10-07,2009-10-08,2009-10-07,"Morgan (phone)",915,"OTH",6
2009-11-11,2009-11-12,2009-11-11,"Morgan (phone)",1001.5,"OTH",8
2009-12-02,2009-12-03,2009-12-02,"Morgan (phone)",916,"OTH",5.5
2009-12-04,2009-12-09,2009-12-06,"Morgan (phone)",944,"OTH",7
2010-01-13,2010-01-14,2010-01-13,"Morgan (phone)",941,"OTH",8.5
2010-02-10,2010-02-11,2010-02-10,"Morgan (phone)",920,"OTH",6.5
2010-05-04,2010-05-05,2010-05-04,"Morgan (phone)",555,"OTH",7
2010-05-12,2010-05-13,2010-05-12,"Morgan (phone)",571,"OTH",6.5
2010-05-26,2010-05-27,2010-05-26,"Morgan (phone)",549,"OTH",8
2010-06-25,2010-06-28,2010-06-26,"Morgan (phone)",603,"OTH",7
2010-07-20,2010-07-21,2010-07-20,"Morgan (phone)",719,"OTH",6
2010-07-27,2010-07-28,2010-07-27,"Morgan (phone)",680,"OTH",5
2010-08-03,2010-08-03,2010-08-03,"Morgan (phone)",660,"OTH",6
2010-08-14,2010-08-14,2010-08-14,"Morgan (phone)",966,"OTH",3
2010-08-18,2010-08-19,2010-08-18,"Morgan (phone)",1872,"OTH",7
2010-08-21,2010-08-21,2010-08-21,"Morgan (phone)",1220,"OTH",7
2010-08-25,2010-08-26,2010-08-25,"Morgan (phone)",530,"OTH",11
2010-09-15,2010-09-16,2010-09-15,"Morgan (phone)",530,"OTH",7
2010-12-08,2010-12-09,2010-12-08,"Morgan (phone)",550,"OTH",9.5
2011-02-01,2011-02-03,2011-02-02,"Morgan (phone)",561,"OTH",10.5
2011-02-21,2011-02-23,2011-02-22,"Morgan (phone)",519,"OTH",9
2011-03-08,2011-03-10,2011-03-09,"Morgan (phone)",524,"OTH",11
2011-03-16,2011-03-17,2011-03-16,"Morgan (phone)",523,"OTH",10
2011-03-22,2011-03-24,2011-03-23,"Morgan (phone)",542,"OTH",8.5
2011-05-03,2011-05-05,2011-05-04,"Morgan (phone)",882,"OTH",9
2011-05-31,2011-06-02,2011-06-01,"Morgan (phone)",742,"OTH",10.5
2011-07-13,2011-07-14,2011-07-13,"Morgan (phone)",1083,"OTH",9.5
2011-08-09,2011-08-10,2011-08-09,"Morgan (phone)",1006,"OTH",9.5
2011-10-25,2011-10-26,2011-10-25,"Morgan (phone)",538,"OTH",9.5
2011-11-02,2011-11-03,2011-11-02,"Morgan (phone)",525,"OTH",8.5
2012-01-17,2012-01-18,2012-01-17,"Morgan (phone)",540,"OTH",9
2012-02-07,2012-02-08,2012-02-07,"Morgan (phone)",543,"OTH",10.5
2012-04-17,2012-04-19,2012-04-18,"Morgan (phone)",697,"OTH",11
2012-05-09,2012-05-10,2012-05-09,"Morgan (phone)",527,"OTH",10.5
2012-09-17,2012-09-20,2012-09-18,"Morgan (phone)",668,"OTH",5.5
2012-11-27,2012-11-29,2012-11-28,"Morgan (phone)",523,"OTH",10.5
2013-06-04,2013-06-06,2013-06-05,"Morgan (phone)",546,"OTH",11
2013-06-11,2013-06-12,2013-06-11,"Morgan (phone)",475,"OTH",11.5
2013-08-12,2013-08-13,2013-08-12,"Morgan (phone)",569,"OTH",8
2010-08-22,2010-08-23,2010-08-22,"Morgan (SMS)",2008,"OTH",5
2013-06-26,2013-06-26,2013-06-26,"Morgan (SMS)",2530,"OTH",10.5
2004-10-30,2004-11-07,2004-11-03,"Morgan F2F",1110,"OTH",7.5
2004-11-13,2004-11-21,2004-11-17,"Morgan F2F",2090,"OTH",8.5
2004-11-27,2004-12-05,2004-12-01,"Morgan F2F",2070,"OTH",8.5
2004-12-11,2004-12-19,2004-12-15,"Morgan F2F",2136,"OTH",8.5
2005-01-08,2005-01-16,2005-01-12,"Morgan F2F",2010,"OTH",8.5
2005-01-22,2005-01-30,2005-01-26,"Morgan F2F",2152,"OTH",9
2005-02-05,2005-02-13,2005-02-09,"Morgan F2F",2102,"OTH",8.5
2005-02-19,2005-02-27,2005-02-23,"Morgan F2F",2005,"OTH",8
2005-03-05,2005-03-06,2005-03-05,"Morgan F2F",1015,"OTH",8
2005-03-12,2005-03-13,2005-03-12,"Morgan F2F",989,"OTH",8.5
2005-03-19,2005-03-27,2005-03-23,"Morgan F2F",1891,"OTH",9
2005-04-02,2005-04-10,2005-04-06,"Morgan F2F",2006,"OTH",8.5
2005-04-16,2005-04-24,2005-04-20,"Morgan F2F",1984,"OTH",9.5
2005-04-30,2005-05-08,2005-05-04,"Morgan F2F",1795,"OTH",7.5
2005-05-14,2005-05-15,2005-05-14,"Morgan F2F",1007,"OTH",8
2005-05-21,2005-05-29,2005-05-25,"Morgan F2F",1887,"OTH",8.5
2005-06-04,2005-06-12,2005-06-08,"Morgan F2F",1883,"OTH",9.5
2005-06-18,2005-06-26,2005-06-22,"Morgan F2F",1789,"OTH",9.5
2005-07-02,2005-07-10,2005-07-06,"Morgan F2F",2049,"OTH",9.5
2005-07-16,2005-07-24,2005-07-20,"Morgan F2F",1847,"OTH",12
2005-07-30,2005-08-07,2005-08-03,"Morgan F2F",1814,"OTH",9
2005-08-13,2005-08-21,2005-08-17,"Morgan F2F",1880,"OTH",11.5
2005-08-27,2005-09-04,2005-08-31,"Morgan F2F",1905,"OTH",10.5
2005-09-10,2005-09-11,2005-09-10,"Morgan F2F",1018,"OTH",12
2005-09-17,2005-09-18,2005-09-17,"Morgan F2F",1018,"OTH",11.5
2005-09-24,2005-10-02,2005-09-28,"Morgan F2F",1586,"OTH",10.5
2005-10-08,2005-10-16,2005-10-12,"Morgan F2F",1772,"OTH",10
2005-10-22,2005-10-30,2005-10-26,"Morgan F2F",1917,"OTH",10.5
2005-11-05,2005-11-06,2005-11-05,"Morgan F2F",866,"OTH",9
2005-11-12,2005-11-13,2005-11-12,"Morgan F2F",966,"OTH",9.5
2005-11-19,2005-11-27,2005-11-23,"Morgan F2F",1990,"OTH",10
2005-12-03,2005-12-11,2005-12-07,"Morgan F2F",1984,"OTH",9.5
2005-12-17,2005-12-18,2005-12-17,"Morgan F2F",887,"OTH",10.5
2006-01-07,2006-01-15,2006-01-11,"Morgan F2F",1904,"OTH",10
2006-01-21,2006-01-29,2006-01-25,"Morgan F2F",1943,"OTH",11.5
2006-02-04,2006-02-05,2006-02-04,"Morgan F2F",1033,"OTH",9.5
2006-02-11,2006-02-19,2006-02-15,"Morgan F2F",2056,"OTH",11.5
2006-02-25,2006-03-05,2006-03-01,"Morgan F2F",1988,"OTH",9.5
2006-03-11,2006-03-19,2006-03-15,"Morgan F2F",2044,"OTH",9
2006-03-25,2006-04-02,2006-03-29,"Morgan F2F",2083,"OTH",9.5
2006-04-08,2006-04-16,2006-04-12,"Morgan F2F",1830,"OTH",10
2006-04-22,2006-04-30,2006-04-26,"Morgan F2F",1985,"OTH",12.5
2006-05-06,2006-05-07,2006-05-06,"Morgan F2F",1024,"OTH",9.5
2006-05-13,2006-05-14,2006-05-13,"Morgan F2F",818,"OTH",10.5
2006-05-20,2006-05-28,2006-05-24,"Morgan F2F",2113,"OTH",9.5
2006-06-03,2006-06-11,2006-06-07,"Morgan F2F",1996,"OTH",10.5
2006-06-17,2006-06-25,2006-06-21,"Morgan F2F",1996,"OTH",9
2006-07-01,2006-07-09,2006-07-05,"Morgan F2F",1991,"OTH",10
2006-07-15,2006-07-16,2006-07-15,"Morgan F2F",969,"OTH",11
2006-07-22,2006-07-30,2006-07-26,"Morgan F2F",1843,"OTH",10
2006-08-05,2006-08-13,2006-08-09,"Morgan F2F",1882,"OTH",9.5
2006-08-19,2006-08-27,2006-08-23,"Morgan F2F",2021,"OTH",10.5
2006-09-02,2006-09-10,2006-09-06,"Morgan F2F",1930,"OTH",10
2006-09-16,2006-09-24,2006-09-20,"Morgan F2F",1199,"OTH",9
2006-09-30,2006-10-08,2006-10-04,"Morgan F2F",2035,"OTH",9.5
2006-10-14,2006-10-22,2006-10-18,"Morgan F2F",2055,"OTH",9.5
2006-10-28,2006-11-05,2006-11-01,"Morgan F2F",2039,"OTH",9
2006-11-11,2006-11-19,2006-11-15,"Morgan F2F",2186,"OTH",9
2006-11-25,2006-12-03,2006-11-29,"Morgan F2F",2096,"OTH",8.5
2006-12-09,2006-12-10,2006-12-09,"Morgan F2F",1065,"OTH",8.5
2006-12-16,2006-12-17,2006-12-16,"Morgan F2F",924,"OTH",8.5
2007-01-06,2007-01-14,2007-01-10,"Morgan F2F",1997,"OTH",8.5
2007-01-20,2007-01-28,2007-01-24,"Morgan F2F",2145,"OTH",10
2007-02-03,2007-02-04,2007-02-03,"Morgan F2F",1126,"OTH",8
2007-02-10,2007-02-18,2007-02-14,"Morgan F2F",2100,"OTH",7
2007-02-24,2007-02-25,2007-02-24,"Morgan F2F",1021,"OTH",6
2007-03-03,2007-03-04,2007-03-03,"Morgan F2F",998,"OTH",8.5
2007-03-10,2007-03-11,2007-03-10,"Morgan F2F",1055,"OTH",7
2007-03-17,2007-03-18,2007-03-17,"Morgan F2F",1045,"OTH",7.5
2007-03-24,2007-04-01,2007-03-28,"Morgan F2F",2055,"OTH",7
2007-04-07,2007-04-15,2007-04-11,"Morgan F2F",1802,"OTH",7
2007-04-21,2007-04-29,2007-04-25,"Morgan F2F",1371,"OTH",6.5
2007-05-05,2007-05-06,2007-05-05,"Morgan F2F",1024,"OTH",6
2007-05-12,2007-05-13,2007-05-12,"Morgan F2F",821,"OTH",5
2007-05-19,2007-05-20,2007-05-19,"Morgan F2F",899,"OTH",5.5
2007-05-26,2007-05-27,2007-05-26,"Morgan F2F",818,"OTH",7.5
2007-06-02,2007-06-03,2007-06-02,"Morgan F2F",909,"OTH",5.5
2007-06-09,2007-06-17,2007-06-13,"Morgan F2F",1723,"OTH",9.5
2007-06-23,2007-07-01,2007-06-27,"Morgan F2F",1690,"OTH",6.5
2007-07-07,2007-07-15,2007-07-11,"Morgan F2F",1780,"OTH",6.5
2007-07-21,2007-07-29,2007-07-25,"Morgan F2F",1772,"OTH",6
2007-08-04,2007-08-12,2007-08-08,"Morgan F2F",1667,"OTH",7
2007-08-18,2007-08-26,2007-08-22,"Morgan F2F",1271,"OTH",6.5
2007-09-01,2007-09-02,2007-09-01,"Morgan F2F",915,"OTH",7.5
2007-09-08,2007-09-09,2007-09-08,"Morgan F2F",955,"OTH",7
2007-09-15,2007-09-16,2007-09-15,"Morgan F2F",844,"OTH",5
2007-09-22,2007-09-23,2007-09-22,"Morgan F2F",972,"OTH",4.5
2007-09-29,2007-09-30,2007-09-29,"Morgan F2F",894,"OTH",5.7
2007-10-06,2007-10-07,2007-10-06,"Morgan F2F",1081,"OTH",6
2007-10-13,2007-10-14,2007-10-13,"Morgan F2F",850,"OTH",4
2007-10-20,2007-10-21,2007-10-20,"Morgan F2F",996,"OTH",5.5
2007-10-27,2007-10-28,2007-10-27,"Morgan F2F",1086,"OTH",4.5
2007-11-03,2007-11-04,2007-11-03,"Morgan F2F",990,"OTH",5.5
2007-11-10,2007-11-11,2007-11-10,"Morgan F2F",890,"OTH",6
2007-11-17,2007-11-18,2007-11-17,"Morgan F2F",1648,"OTH",5
2007-12-01,2007-12-09,2007-12-05,"Morgan F2F",1843,"OTH",6
2008-01-05,2008-01-13,2008-01-09,"Morgan F2F",862.5,"OTH",7.5
2008-01-19,2008-01-27,2008-01-23,"Morgan F2F",835,"OTH",6.5
2008-02-02,2008-02-10,2008-02-06,"Morgan F2F",824,"OTH",5.5
2008-02-16,2008-02-24,2008-02-20,"Morgan F2F",835,"OTH",5.5
2008-03-01,2008-03-09,2008-03-05,"Morgan F2F",846.5,"OTH",5
2008-03-15,2008-03-23,2008-03-19,"Morgan F2F",858,"OTH",7
2008-04-05,2008-04-06,2008-04-05,"Morgan F2F",864.5,"OTH",5.5
2008-04-12,2008-04-13,2008-04-12,"Morgan F2F",906,"OTH",6
2008-04-19,2008-04-27,2008-04-23,"Morgan F2F",908.5,"OTH",6.5
2008-05-17,2008-05-18,2008-05-17,"Morgan F2F",895.5,"OTH",5
2008-05-24,2008-05-25,2008-05-24,"Morgan F2F",902.5,"OTH",7.5
2008-05-31,2008-06-01,2008-05-31,"Morgan F2F",1080,"OTH",7
2008-06-07,2008-06-08,2008-06-07,"Morgan F2F",959,"OTH",7
2008-06-14,2008-06-22,2008-06-18,"Morgan F2F",916.5,"OTH",6
2008-06-28,2008-07-06,2008-07-02,"Morgan F2F",992,"OTH",8.5
2008-07-12,2008-07-13,2008-07-12,"Morgan F2F",955.5,"OTH",6
2008-07-19,2008-07-20,2008-07-19,"Morgan F2F",1003,"OTH",7.5
2008-07-26,2008-08-03,2008-07-30,"Morgan F2F",957.5,"OTH",7
2008-08-09,2008-08-17,2008-08-13,"Morgan F2F",959,"OTH",7
2008-08-23,2008-08-31,2008-08-27,"Morgan F2F",926.5,"OTH",6.5
2008-09-06,2008-09-14,2008-09-10,"Morgan F2F",951.5,"OTH",9
2008-09-20,2008-09-28,2008-09-24,"Morgan F2F",946,"OTH",7
2008-10-04,2008-10-12,2008-10-08,"Morgan F2F",942,"OTH",8.5
2008-10-18,2008-10-26,2008-10-22,"Morgan F2F",917,"OTH",7.5
2008-11-01,2008-11-09,2008-11-05,"Morgan F2F",914.5,"OTH",6.5
2008-11-15,2008-11-23,2008-11-19,"Morgan F2F",861,"OTH",6.5
2008-11-29,2008-12-07,2008-12-03,"Morgan F2F",933,"OTH",6.5
2008-12-13,2008-12-21,2008-12-17,"Morgan F2F",901.5,"OTH",6
2009-01-03,2009-01-11,2009-01-07,"Morgan F2F",898.5,"OTH",5.5
2009-01-17,2009-01-25,2009-01-21,"Morgan F2F",1209,"OTH",6
2009-01-31,2009-02-01,2009-01-31,"Morgan F2F",1077,"OTH",7.5
2009-02-07,2009-02-08,2009-02-07,"Morgan F2F",1031,"OTH",5
2009-02-14,2009-02-15,2009-02-14,"Morgan F2F",955,"OTH",7
2009-02-21,2009-03-01,2009-02-25,"Morgan F2F",950.5,"OTH",7
2009-03-07,2009-03-08,2009-03-07,"Morgan F2F",953.5,"OTH",7
2009-03-14,2009-03-15,2009-03-14,"Morgan F2F",929,"OTH",6.5
2009-03-21,2009-03-29,2009-03-25,"Morgan F2F",954.5,"OTH",5.5
2009-04-04,2009-04-12,2009-04-08,"Morgan F2F",953,"OTH",7
2009-04-18,2009-04-26,2009-04-22,"Morgan F2F",942,"OTH",5
2009-05-02,2009-05-10,2009-05-06,"Morgan F2F",962.5,"OTH",7
2009-05-16,2009-05-17,2009-05-16,"Morgan F2F",935.5,"OTH",5
2009-05-23,2009-05-31,2009-05-27,"Morgan F2F",964.5,"OTH",7
2009-06-06,2009-06-14,2009-06-10,"Morgan F2F",949.5,"OTH",6.5
2009-06-20,2009-06-21,2009-06-20,"Morgan F2F",923,"OTH",4.5
2009-06-27,2009-07-05,2009-07-01,"Morgan F2F",945.5,"OTH",7
2009-07-11,2009-07-19,2009-07-15,"Morgan F2F",949.5,"OTH",3
2009-07-25,2009-08-02,2009-07-29,"Morgan F2F",949,"OTH",7
2009-08-08,2009-08-16,2009-08-12,"Morgan F2F",948,"OTH",8.5
2009-08-22,2009-08-30,2009-08-26,"Morgan F2F",954,"OTH",6.5
2009-09-05,2009-09-13,2009-09-09,"Morgan F2F",961.5,"OTH",6.5
2009-09-19,2009-09-27,2009-09-23,"Morgan F2F",955,"OTH",6
2009-10-03,2009-10-11,2009-10-07,"Morgan F2F",942,"OTH",7.5
2009-10-17,2009-10-25,2009-10-21,"Morgan F2F",928.5,"OTH",6
2009-10-31,2009-11-01,2009-10-31,"Morgan F2F",934,"OTH",7
2009-11-07,2009-11-08,2009-11-07,"Morgan F2F",935.5,"OTH",7
2009-11-14,2009-11-15,2009-11-14,"Morgan F2F",1050,"OTH",9.5
2009-11-21,2009-11-22,2009-11-21,"Morgan F2F",962,"OTH",7.5
2009-11-28,2009-11-29,2009-11-28,"Morgan F2F",952.5,"OTH",8.5
2009-12-05,2009-12-13,2009-12-09,"Morgan F2F",955.5,"OTH",7.5
2009-12-19,2010-01-03,2009-12-26,"Morgan F2F",947.5,"OTH",7.5
2010-01-09,2010-01-17,2010-01-13,"Morgan F2F",964,"OTH",7
2010-01-23,2010-01-31,2010-01-27,"Morgan F2F",974,"OTH",7.5
2010-02-06,2010-02-14,2010-02-10,"Morgan F2F",948.5,"OTH",7
2010-02-20,2010-02-21,2010-02-20,"Morgan F2F",953,"OTH",8.5
2010-02-27,2010-03-07,2010-03-03,"Morgan F2F",956.5,"OTH",8
2010-03-13,2010-03-21,2010-03-17,"Morgan F2F",990,"OTH",7.5
2010-03-27,2010-04-04,2010-03-31,"Morgan F2F",976,"OTH",7
2010-04-10,2010-04-18,2010-04-14,"Morgan F2F",1035,"OTH",7.5
2010-04-24,2010-04-25,2010-04-24,"Morgan F2F",915,"OTH",7.5
2010-05-01,2010-05-02,2010-05-01,"Morgan F2F",931,"OTH",7.5
2010-05-08,2010-05-09,2010-05-08,"Morgan F2F",830,"OTH",7.5
2010-05-15,2010-05-16,2010-05-15,"Morgan F2F",850,"OTH",7.5
2010-05-22,2010-05-23,2010-05-22,"Morgan F2F",895,"OTH",5.5
2010-05-29,2010-05-30,2010-05-29,"Morgan F2F",797,"OTH",8.5
2010-06-05,2010-06-06,2010-06-05,"Morgan F2F",880,"OTH",7.5
2010-06-12,2010-06-13,2010-06-12,"Morgan F2F",770,"OTH",8
2010-06-19,2010-06-20,2010-06-19,"Morgan F2F",887,"OTH",5.5
2010-06-26,2010-07-04,2010-06-30,"Morgan F2F",1178,"OTH",6
2010-07-10,2010-07-11,2010-07-10,"Morgan F2F",824,"OTH",6.5
2010-07-17,2010-07-18,2010-07-17,"Morgan F2F",871,"OTH",5.5
2010-07-24,2010-07-25,2010-07-24,"Morgan F2F",847,"OTH",8
2010-07-31,2010-08-01,2010-07-31,"Morgan F2F",1042,"OTH",5
2010-08-07,2010-08-08,2010-08-07,"Morgan F2F",900,"OTH",4.5
2010-08-14,2010-08-15,2010-08-14,"Morgan F2F",1049,"OTH",3.5
2010-08-28,2010-09-05,2010-09-01,"Morgan F2F",1632,"OTH",5
2010-09-18,2010-09-19,2010-09-18,"Morgan F2F",1123,"OTH",5.5
2010-10-02,2010-10-03,2010-10-02,"Morgan F2F",1388,"OTH",5.5
2010-10-09,2010-10-17,2010-10-13,"Morgan F2F",1661,"OTH",6
2010-10-23,2010-10-31,2010-10-27,"Morgan F2F",1804,"OTH",6
2010-11-06,2010-11-14,2010-11-10,"Morgan F2F",1862,"OTH",7
2010-11-20,2010-11-28,2010-11-24,"Morgan F2F",1829,"OTH",5.5
2010-12-04,2010-12-05,2010-12-04,"Morgan F2F",1015,"OTH",5.5
2010-12-11,2010-12-12,2010-12-11,"Morgan F2F",1757,"OTH",5.5
2011-01-08,2011-01-09,2011-01-08,"Morgan F2F",855,"OTH",4.5
2011-01-15,2011-01-23,2011-01-19,"Morgan F2F",1824,"OTH",6.5
2011-01-29,2011-02-06,2011-02-02,"Morgan F2F",1760,"OTH",5.5
2011-02-12,2011-02-20,2011-02-16,"Morgan F2F",1895,"OTH",6
2011-02-26,2011-02-27,2011-02-26,"Morgan F2F",881,"OTH",7
2011-03-05,2011-03-06,2011-03-05,"Morgan F2F",881,"OTH",7
2011-03-12,2011-03-13,2011-03-12,"Morgan F2F",947,"OTH",6
2011-03-19,2011-03-20,2011-03-19,"Morgan F2F",909,"OTH",8
2011-03-26,2011-03-27,2011-03-26,"Morgan F2F",910,"OTH",6
2011-04-02,2011-04-03,2011-04-02,"Morgan F2F",966,"OTH",6
2011-04-09,2011-04-17,2011-04-13,"Morgan F2F",1792,"OTH",7.5
2011-04-23,2011-05-01,2011-04-27,"Morgan F2F",1843,"OTH",6.5
2011-05-07,2011-05-08,2011-05-07,"Morgan F2F",791,"OTH",7
2011-05-14,2011-05-15,2011-05-14,"Morgan F2F",942,"OTH",6.5
2011-05-21,2011-05-29,2011-05-25,"Morgan F2F",1067,"OTH",6.5
2011-06-04,2011-06-05,2011-06-04,"Morgan F2F",976,"OTH",8
2011-06-11,2011-06-19,2011-06-15,"Morgan F2F",1776,"OTH",7.5
