"fielding.start","fielding.end","mid_date","pollster","sample","what","y"
2011-03-04,2011-03-06,2011-03-05,"Newspoll",1122,"LNP",45
2011-03-18,2011-03-20,2011-03-19,"Newspoll",1134,"LNP",40
2011-04-01,2011-04-03,2011-04-02,"Newspoll",1133,"LNP",45
2011-04-29,2011-05-01,2011-04-30,"Newspoll",1146,"LNP",44
2011-05-13,2011-05-15,2011-05-14,"Newspoll",1139,"LNP",46
2011-05-27,2011-05-29,2011-05-28,"Newspoll",1128,"LNP",44
2011-06-10,2011-06-12,2011-06-11,"Newspoll",1150,"LNP",46
2011-06-24,2011-06-26,2011-06-25,"Newspoll",1158,"LNP",46
2011-07-08,2011-07-10,2011-07-09,"Newspoll",1142,"LNP",49
2011-07-22,2011-07-24,2011-07-23,"Newspoll",1155,"LNP",47
2011-08-05,2011-08-07,2011-08-06,"Newspoll",1144,"LNP",47
2011-08-19,2011-08-21,2011-08-20,"Newspoll",1147,"LNP",47
2011-09-02,2011-09-04,2011-09-03,"Newspoll",1152,"LNP",50
2011-09-16,2011-09-18,2011-09-17,"Newspoll",1141,"LNP",48
2011-10-07,2011-10-09,2011-10-08,"Newspoll",1146,"LNP",49
2011-10-21,2011-10-23,2011-10-22,"Newspoll",1154,"LNP",45
2011-11-03,2011-11-06,2011-11-04,"Newspoll",1158,"LNP",44
2011-11-18,2011-11-20,2011-11-19,"Newspoll",1143,"LNP",48
2011-12-02,2011-12-04,2011-12-03,"Newspoll",1153,"LNP",44
2012-01-27,2012-01-29,2012-01-28,"Newspoll",1139,"LNP",45
2012-02-10,2012-02-12,2012-02-11,"Newspoll",1141,"LNP",46
2012-02-23,2012-02-26,2012-02-24,"Newspoll",1152,"LNP",45
2012-03-09,2012-03-11,2012-03-10,"Newspoll",1153,"LNP",43
2012-03-23,2012-03-25,2012-03-24,"Newspoll",925,"LNP",47
2012-04-13,2012-04-15,2012-04-14,"Newspoll",1151,"LNP",48
2012-04-27,2012-04-29,2012-04-28,"Newspoll",1148,"LNP",51
2012-05-11,2012-05-13,2012-05-12,"Newspoll",1141,"LNP",45
2012-05-25,2012-05-27,2012-05-26,"Newspoll",1152,"LNP",46
2012-06-07,2012-06-10,2012-06-08,"Newspoll",1146,"LNP",44
2012-06-22,2012-06-24,2012-06-23,"Newspoll",1146,"LNP",46
2012-07-06,2012-07-08,2012-07-07,"Newspoll",1141,"LNP",48
2012-07-20,2012-07-22,2012-07-21,"Newspoll",1158,"LNP",46
2012-08-03,2012-08-05,2012-08-04,"Newspoll",1141,"LNP",45
2012-08-17,2012-08-19,2012-08-18,"Newspoll",1129,"LNP",45
2012-08-31,2012-09-02,2012-09-01,"Newspoll",1151,"LNP",46
2012-09-14,2012-09-16,2012-09-15,"Newspoll",1166,"LNP",41
2012-10-05,2012-10-07,2012-10-06,"Newspoll",1168,"LNP",45
2012-10-26,2012-10-28,2012-10-27,"Newspoll",1176,"LNP",41
2012-11-09,2012-11-11,2012-11-10,"Newspoll",1149,"LNP",43
2012-11-23,2012-11-25,2012-11-24,"Newspoll",1156,"LNP",43
2012-12-07,2012-12-09,2012-12-08,"Newspoll",1173,"LNP",46
2013-01-11,2013-01-13,2013-01-12,"Newspoll",1152,"LNP",44
2013-02-01,2013-02-03,2013-02-02,"Newspoll",1163,"LNP",48
2013-02-22,2013-02-24,2013-02-23,"Newspoll",1143,"LNP",47
2013-03-08,2013-03-10,2013-03-09,"Newspoll",1143,"LNP",44
2013-03-22,2013-03-24,2013-03-23,"Newspoll",1136,"LNP",50
2013-04-05,2013-04-07,2013-04-06,"Newspoll",1115,"LNP",48
2013-04-19,2013-04-21,2013-04-20,"Newspoll",1129,"LNP",46
2013-05-03,2013-05-05,2013-05-04,"Newspoll",1138,"LNP",47
2013-05-17,2013-05-19,2013-05-18,"Newspoll",1143,"LNP",46
2013-05-31,2013-06-02,2013-06-01,"Newspoll",1139,"LNP",49
2013-06-21,2013-06-23,2013-06-22,"Newspoll",1140,"LNP",48
2013-06-28,2013-06-30,2013-06-29,"Newspoll",1149,"LNP",43
2013-07-05,2013-07-07,2013-07-06,"Newspoll",1126,"LNP",42
2013-07-19,2013-07-21,2013-07-20,"Newspoll",1141,"LNP",45
2013-08-02,2013-08-04,2013-08-03,"Newspoll",1147,"LNP",44
2013-08-09,2013-08-11,2013-08-10,"Newspoll",1134,"LNP",46
2013-08-16,2013-08-18,2013-08-17,"Newspoll",1692,"LNP",47
2013-08-23,2013-08-25,2013-08-24,"Newspoll",1129,"LNP",47
2013-08-30,2013-09-01,2013-08-31,"Newspoll",1116,"LNP",46
2013-09-03,2013-09-05,2013-09-04,"Newspoll",2511,"LNP",46
2005-01-21,2005-01-21,2005-01-21,"Nielsen",1413,"LNP",52
2005-02-11,2005-02-13,2005-02-12,"Nielsen",1407,"LNP",47
2005-03-11,2005-03-13,2005-03-12,"Nielsen",1415,"LNP",41
2005-04-08,2005-04-10,2005-04-09,"Nielsen",1384,"LNP",43
2005-05-06,2005-05-08,2005-05-07,"Nielsen",1409,"LNP",43
2005-06-03,2005-06-05,2005-06-04,"Nielsen",1401,"LNP",44
2005-07-01,2005-07-03,2005-07-02,"Nielsen",1416,"LNP",40
2005-07-29,2005-07-31,2005-07-30,"Nielsen",1428,"LNP",43
2005-08-26,2005-08-28,2005-08-27,"Nielsen",1360,"LNP",44
2005-09-22,2005-09-25,2005-09-23,"Nielsen",1418,"LNP",43
2005-10-20,2005-10-23,2005-10-21,"Nielsen",1409,"LNP",43
2005-11-17,2005-11-20,2005-11-18,"Nielsen",1413,"LNP",37
2005-12-16,2005-12-18,2005-12-17,"Nielsen",1423,"LNP",39
2006-01-26,2006-01-29,2006-01-27,"Nielsen",1325,"LNP",43
2006-02-23,2006-02-26,2006-02-24,"Nielsen",1399,"LNP",42
2006-03-23,2006-03-26,2006-03-24,"Nielsen",1442,"LNP",43
2006-04-20,2006-04-23,2006-04-21,"Nielsen",1189,"LNP",43
2006-05-18,2006-05-20,2006-05-19,"Nielsen",1427,"LNP",41
2006-06-15,2006-06-17,2006-06-16,"Nielsen",1425,"LNP",41
2006-07-13,2006-07-15,2006-07-14,"Nielsen",1416,"LNP",43
2006-08-10,2006-08-12,2006-08-11,"Nielsen",1411,"LNP",42
2006-09-07,2006-09-09,2006-09-08,"Nielsen",1415,"LNP",42
2006-10-05,2006-10-07,2006-10-06,"Nielsen",1408,"LNP",39
2006-11-02,2006-11-04,2006-11-03,"Nielsen",1408,"LNP",40
2006-11-30,2006-12-02,2006-12-01,"Nielsen",1414,"LNP",39
2007-02-08,2007-02-10,2007-02-09,"Nielsen",1412,"LNP",36
2007-03-08,2007-03-10,2007-03-09,"Nielsen",1404,"LNP",35
2007-04-19,2007-04-21,2007-04-20,"Nielsen",1107,"LNP",37
2007-05-17,2007-05-19,2007-05-18,"Nielsen",1403,"LNP",39
2007-06-14,2007-06-16,2007-06-15,"Nielsen",1403,"LNP",39
2007-07-12,2007-07-14,2007-07-13,"Nielsen",1412,"LNP",39
2007-08-09,2007-08-11,2007-08-10,"Nielsen",1410,"LNP",41
2007-09-06,2007-09-08,2007-09-07,"Nielsen",1380,"LNP",39
2007-09-18,2007-09-20,2007-09-19,"Nielsen",1425,"LNP",37
2007-10-04,2007-10-06,2007-10-05,"Nielsen",1405,"LNP",40
2007-10-15,2007-10-17,2007-10-16,"Nielsen",1126,"LNP",41.8
2007-10-23,2007-10-25,2007-10-24,"Nielsen",1415,"LNP",40.5
2007-10-29,2007-10-31,2007-10-30,"Nielsen",1476,"LNP",41.3
2007-11-06,2007-11-08,2007-11-07,"Nielsen (online)",1428,"LNP",40.1
2007-11-12,2007-11-14,2007-11-13,"Nielsen",1465,"LNP",42.9
2007-11-19,2007-11-21,2007-11-20,"Nielsen (online)",1421,"LNP",38
2007-11-19,2007-11-21,2007-11-20,"Nielsen",2071,"LNP",40
2008-05-15,2008-05-17,2008-05-16,"Nielsen",906,"LNP",38
2008-06-12,2008-06-14,2008-06-13,"Nielsen",1056,"LNP",38
2008-07-17,2008-07-19,2008-07-18,"Nielsen",1087.5,"LNP",40
2008-08-14,2008-08-16,2008-08-15,"Nielsen",971,"LNP",39
2008-09-18,2008-09-20,2008-09-19,"Nielsen",1014.5,"LNP",42
2008-10-16,2008-10-18,2008-10-17,"Nielsen",915,"LNP",39
2008-11-13,2008-11-15,2008-11-14,"Nielsen",994,"LNP",39
2009-03-25,2009-03-27,2009-03-26,"Nielsen",948,"LNP",37
2009-05-14,2009-05-16,2009-05-15,"Nielsen",928.5,"LNP",43
2009-06-25,2009-06-27,2009-06-26,"Nielsen",939,"LNP",37
2009-08-13,2009-08-15,2009-08-14,"Nielsen",952.5,"LNP",38
2009-09-10,2009-09-12,2009-09-11,"Nielsen",951,"LNP",40
2009-10-08,2009-10-10,2009-10-09,"Nielsen",921,"LNP",37
2009-11-05,2009-11-07,2009-11-06,"Nielsen",901.5,"LNP",38
2009-11-27,2009-11-28,2009-11-27,"Nielsen",931.5,"LNP",37
2010-02-04,2010-02-06,2010-02-05,"Nielsen",948,"LNP",41
2010-03-04,2010-03-06,2010-03-05,"Nielsen",906,"LNP",42
2010-04-15,2010-04-17,2010-04-16,"Nielsen",1400,"LNP",42
2010-05-06,2010-05-08,2010-05-07,"Nielsen",1400,"LNP",42
2010-06-03,2010-06-05,2010-06-04,"Nielsen",1400,"LNP",43
2010-06-24,2010-06-25,2010-06-24,"Nielsen",993,"LNP",42
2010-07-08,2010-07-10,2010-07-09,"Nielsen",1400,"LNP",42
2010-07-20,2010-07-22,2010-07-21,"Nielsen",1400,"LNP",41
2010-07-27,2010-07-29,2010-07-28,"Nielsen",1356,"LNP",45
2010-08-03,2010-08-05,2010-08-04,"Nielsen",1369,"LNP",44
2010-08-10,2010-08-12,2010-08-11,"Nielsen",1346,"LNP",41
2010-08-17,2010-08-19,2010-08-18,"Nielsen",2040,"LNP",41.5
2010-10-21,2010-10-23,2010-10-22,"Nielsen",1400,"LNP",43
2010-11-18,2010-11-20,2010-11-19,"Nielsen",1400,"LNP",43
2011-02-10,2011-02-12,2011-02-11,"Nielsen",1400,"LNP",46
2011-03-10,2011-03-12,2011-03-11,"Nielsen",1400,"LNP",45
2011-04-14,2011-04-16,2011-04-15,"Nielsen",1400,"LNP",47
2011-05-12,2011-05-14,2011-05-13,"Nielsen",1400,"LNP",47
2011-06-14,2011-06-16,2011-06-15,"Nielsen",1400,"LNP",49
2011-07-14,2011-07-16,2011-07-15,"Nielsen",1400,"LNP",51
2011-08-11,2011-08-13,2011-08-12,"Nielsen",1400,"LNP",48
2011-09-08,2011-09-10,2011-09-09,"Nielsen",1400,"LNP",48
2011-10-13,2011-10-15,2011-10-14,"Nielsen",1401,"LNP",48
2011-11-10,2011-11-12,2011-11-11,"Nielsen",1400,"LNP",45
2011-12-08,2011-12-10,2011-12-09,"Nielsen",1400,"LNP",49
2012-02-02,2012-02-04,2012-02-03,"Nielsen",1400,"LNP",45
2012-02-22,2012-02-23,2012-02-22,"Nielsen",1201,"LNP",44
2012-03-29,2012-03-31,2012-03-30,"Nielsen",1400,"LNP",47
2012-05-09,2012-05-10,2012-05-09,"Nielsen",1200,"LNP",49
2012-05-31,2012-06-02,2012-06-01,"Nielsen",1400,"LNP",48
2012-06-28,2012-06-30,2012-06-29,"Nielsen",1400,"LNP",48
2012-07-26,2012-07-28,2012-07-27,"Nielsen",1400,"LNP",47
2012-08-23,2012-08-25,2012-08-24,"Nielsen",1400,"LNP",45
2012-09-13,2012-09-15,2012-09-14,"Nielsen",1400,"LNP",45
2012-10-18,2012-10-20,2012-10-19,"Nielsen",1400,"LNP",43
2012-11-15,2012-11-17,2012-11-16,"Nielsen",1400,"LNP",45
2012-12-13,2012-12-15,2012-12-14,"Nielsen",1400,"LNP",43
2013-02-14,2013-02-16,2013-02-15,"Nielsen",1400,"LNP",47
2013-03-14,2013-03-16,2013-03-15,"Nielsen",1400,"LNP",47
2013-04-11,2013-04-13,2013-04-12,"Nielsen",1400,"LNP",49
2013-05-16,2013-05-18,2013-05-17,"Nielsen",1400,"LNP",44
2013-06-13,2013-06-15,2013-06-14,"Nielsen",1400,"LNP",47
2013-07-11,2013-07-13,2013-07-12,"Nielsen",1400,"LNP",44
2013-08-06,2013-08-08,2013-08-07,"Nielsen",1400,"LNP",46
2013-08-18,2013-08-22,2013-08-20,"Nielsen",2545,"LNP",47
2013-09-04,2013-09-05,2013-09-04,"Nielsen",1431,"LNP",46
2014-04-10,2014-04-12,2014-04-11,"Nielsen",1400,"LNP",40
2013-04-12,2013-04-12,2013-04-12,"ReachTEL",1924,"LNP",49.8
2013-05-03,2013-05-03,2013-05-03,"ReachTEL",2856,"LNP",48.5
2013-06-27,2013-06-27,2013-06-27,"ReachTEL",3018,"LNP",45.1
2013-07-18,2013-07-18,2013-07-18,"ReachTEL",2922,"LNP",45.4
2013-08-04,2013-08-04,2013-08-04,"ReachTEL",2949,"LNP",45.7
2013-08-10,2013-08-10,2013-08-10,"ReachTEL",2908,"LNP",46.9
2013-08-26,2013-08-26,2013-08-26,"ReachTEL",3568,"LNP",46.5
2013-09-03,2013-09-03,2013-09-03,"ReachTEL",3853,"LNP",44.2
2013-09-04,2013-09-04,2013-09-04,"ReachTEL",3698,"LNP",43.6
2013-09-05,2013-09-05,2013-09-05,"ReachTEL",3512,"LNP",43.5
2013-09-05,2013-09-10,2013-09-07,"Essential",1035,"LNP",45
2016-06-28,2016-07-10,2016-07-04,"Essential",1000,"ALP",36
2016-07-05,2016-07-17,2016-07-11,"Essential",1000,"ALP",36
2016-07-13,2016-07-24,2016-07-18,"Essential",955,"ALP",37
2016-07-21,2016-08-01,2016-07-26,"Essential",908.5,"ALP",37
2016-07-29,2016-08-08,2016-08-03,"Essential",897.5,"ALP",37
2016-08-05,2016-08-15,2016-08-10,"Essential",895.5,"ALP",37
2016-08-12,2016-08-22,2016-08-17,"Essential",901,"ALP",36
2016-08-25,2016-08-28,2016-08-26,"Newspoll (online & robo)",1696,"ALP",36
2016-08-19,2016-08-29,2016-08-24,"Essential",898.5,"ALP",37
2016-08-26,2016-09-05,2016-08-31,"Essential",917,"ALP",37
2016-09-08,2016-09-11,2016-09-09,"Newspoll (online & robo)",1680,"ALP",36
2016-09-02,2016-09-12,2016-09-07,"Essential",928,"ALP",37
2016-09-09,2016-09-19,2016-09-14,"Essential",915,"ALP",37
2016-09-22,2016-09-25,2016-09-23,"Newspoll (online & robo)",1662,"ALP",36
2016-09-16,2016-09-26,2016-09-21,"Essential",900,"ALP",36
2016-09-23,2016-10-03,2016-09-28,"Essential",890,"ALP",36
2016-10-06,2016-10-09,2016-10-07,"Newspoll (online & robo)",1622,"ALP",36
2016-09-30,2016-10-10,2016-10-05,"Essential",884.5,"ALP",36
2016-10-07,2016-10-17,2016-10-12,"Essential",887.5,"ALP",37
2016-10-20,2016-10-23,2016-10-21,"Newspoll (online & robo)",1673,"ALP",37
2016-10-14,2016-10-24,2016-10-19,"Essential",891.5,"ALP",37
2016-10-21,2016-10-31,2016-10-26,"Essential",893,"ALP",37
2016-11-03,2016-11-06,2016-11-04,"Newspoll (online & robo)",1846,"ALP",38
2016-10-28,2016-11-07,2016-11-02,"Essential",895.5,"ALP",37
2016-11-04,2016-11-14,2016-11-09,"Essential",893,"ALP",37
2016-11-17,2016-11-20,2016-11-18,"Newspoll (online & robo)",1846,"ALP",38
2016-11-11,2016-11-21,2016-11-16,"Essential",906.5,"ALP",37
2016-11-24,2016-11-26,2016-11-25,"Ipsos",1403,"ALP",30
2016-11-18,2016-11-28,2016-11-23,"Essential",921,"ALP",36
2016-12-01,2016-12-04,2016-12-02,"Newspoll (online & robo)",1629,"ALP",36
2016-11-24,2016-12-05,2016-11-29,"Essential",916.5,"ALP",36
2016-12-02,2016-12-12,2016-12-07,"Essential",898,"ALP",37
2016-12-08,2016-12-18,2016-12-13,"Essential",889.5,"ALP",37
2017-01-12,2017-01-12,2017-01-12,"ReachTEL",2126,"ALP",35
2017-01-20,2017-01-23,2017-01-21,"Essential",906.5,"ALP",37
2017-01-27,2017-01-30,2017-01-28,"Essential",895,"ALP",37
2017-01-26,2017-02-05,2017-01-31,"Essential",892.5,"ALP",37
2017-02-02,2017-02-05,2017-02-03,"Newspoll (online & robo)",1734,"ALP",36
2017-02-02,2017-02-12,2017-02-07,"Essential",896.5,"ALP",35
2017-02-09,2017-02-19,2017-02-14,"Essential",901.5,"ALP",34
2017-02-23,2017-02-26,2017-02-24,"Newspoll (online & robo)",1582,"ALP",37
2017-02-16,2017-02-27,2017-02-21,"Essential",1000,"ALP",37
2017-02-21,2017-03-06,2017-02-27,"Essential",893,"ALP",37
2017-02-28,2017-03-13,2017-03-06,"Essential",896,"ALP",36
2017-03-16,2017-03-19,2017-03-17,"Newspoll (online & robo)",1819,"ALP",35
2017-03-08,2017-03-20,2017-03-14,"Essential",901.5,"ALP",37
2017-03-22,2017-03-25,2017-03-23,"Ipsos",1400,"ALP",34
2017-03-15,2017-03-26,2017-03-20,"Essential",1000,"ALP",37
2017-03-22,2017-04-02,2017-03-27,"Essential",1000,"ALP",36
2017-03-30,2017-04-02,2017-03-31,"Newspoll (online & robo)",1708,"ALP",36
2017-03-29,2017-04-09,2017-04-03,"Essential",1000,"ALP",36
2017-04-05,2017-04-16,2017-04-10,"Essential",1000,"ALP",37
2017-04-12,2017-04-23,2017-04-17,"Essential",1000,"ALP",36
2017-04-20,2017-04-23,2017-04-21,"Newspoll (online & robo)",1686,"ALP",35
2017-04-20,2017-05-01,2017-04-25,"Essential",1000,"ALP",37
2017-04-27,2017-05-08,2017-05-02,"Essential",1000,"ALP",38
2017-05-11,2017-05-11,2017-05-11,"ReachTEL",2369,"ALP",30.5
2017-05-10,2017-05-13,2017-05-11,"Ipsos",1401,"ALP",35
2017-05-11,2017-05-14,2017-05-12,"Newspoll (online & robo)",1716,"ALP",36
2017-05-04,2017-05-15,2017-05-09,"Essential",1000,"ALP",38
2017-05-11,2017-05-22,2017-05-16,"Essential",1000,"ALP",37
2017-05-25,2017-05-28,2017-05-26,"Newspoll (online & robo)",1716,"ALP",36
2017-05-18,2017-05-29,2017-05-23,"Essential",1000,"ALP",36
2017-05-25,2017-06-06,2017-05-31,"Essential",1000,"ALP",37
2017-06-01,2017-06-13,2017-06-07,"Essential",1000,"ALP",36
2017-06-15,2017-06-18,2017-06-16,"Newspoll (online & robo)",1786,"ALP",37
2017-06-08,2017-06-19,2017-06-13,"Essential",1000,"ALP",35
2017-06-22,2017-06-25,2017-06-23,"YouGov/Fifty Acres",1000,"ALP",33
2017-06-16,2017-06-26,2017-06-21,"Essential",1000,"ALP",36
2017-06-29,2017-06-29,2017-06-29,"ReachTEL",2389,"ALP",35.4
2017-06-23,2017-07-03,2017-06-28,"Essential",1000,"ALP",36
2017-07-06,2017-07-09,2017-07-07,"Newspoll (online & robo)",1597,"ALP",36
2017-07-06,2017-07-09,2017-07-07,"YouGov/Fifty Acres",1000,"ALP",33
2017-06-30,2017-07-10,2017-07-05,"Essential",1000,"ALP",36
2017-07-07,2017-07-17,2017-07-12,"Essential",1000,"ALP",38
2017-07-19,2017-07-19,2017-07-19,"ReachTEL",2300,"ALP",35.1
2017-07-20,2017-07-23,2017-07-21,"Newspoll (online & robo)",1677,"ALP",37
2017-07-20,2017-07-23,2017-07-21,"YouGov/Fifty Acres",1005,"ALP",33
2017-07-14,2017-07-24,2017-07-19,"Essential",1000,"ALP",37
2017-07-21,2017-07-31,2017-07-26,"Essential",1000,"ALP",36
2017-08-03,2017-08-06,2017-08-04,"Newspoll (online & robo)",1639,"ALP",36
2017-08-03,2017-08-06,2017-08-04,"YouGov/Fifty Acres",1076,"ALP",32
2017-07-28,2017-08-07,2017-08-02,"Essential",1000,"ALP",39
2017-08-04,2017-08-14,2017-08-09,"Essential",1000,"ALP",39
2017-08-17,2017-08-20,2017-08-18,"Newspoll (online & robo)",1675,"ALP",38
2017-08-17,2017-08-20,2017-08-18,"YouGov/Fifty Acres",1012,"ALP",33
2017-08-11,2017-08-21,2017-08-16,"Essential",1000,"ALP",37
2017-08-23,2017-08-23,2017-08-23,"ReachTEL",2832,"ALP",36.7
2017-08-18,2017-08-28,2017-08-23,"Essential",1000,"ALP",36
2017-08-31,2017-09-03,2017-09-01,"Newspoll (online & robo)",1606,"ALP",38
2017-08-31,2017-09-03,2017-09-01,"YouGov/Fifty Acres",1032,"ALP",32
2017-08-25,2017-09-04,2017-08-30,"Essential",1000,"ALP",37
2017-09-06,2017-09-09,2017-09-07,"Ipsos",1400,"ALP",34
2017-09-01,2017-09-10,2017-09-05,"Essential",1000,"ALP",37
2017-09-07,2017-09-17,2017-09-12,"Essential",1000,"ALP",36
2017-09-14,2017-09-17,2017-09-15,"YouGov/Fifty Acres",1056,"ALP",35
2017-09-14,2017-09-24,2017-09-19,"Essential",1000,"ALP",37
2017-09-21,2017-09-24,2017-09-22,"Newspoll (online & robo)",1695,"ALP",38
2017-09-28,2017-09-28,2017-09-28,"ReachTEL",4888,"ALP",36.4
2017-09-21,2017-10-01,2017-09-26,"Essential",1000,"ALP",38
2017-09-28,2017-10-01,2017-09-29,"YouGov/Fifty Acres",954,"ALP",33
2017-09-28,2017-10-08,2017-10-03,"Essential",1000,"ALP",38
2017-10-05,2017-10-15,2017-10-10,"Essential",1000,"ALP",36
2017-10-12,2017-10-15,2017-10-13,"Newspoll (online & robo)",1583,"ALP",37
2017-10-12,2017-10-15,2017-10-13,"YouGov/Fifty Acres",1067,"ALP",32
2017-10-13,2017-10-23,2017-10-18,"Essential",1000,"ALP",36
2017-10-25,2017-10-25,2017-10-25,"ReachTEL",2399,"ALP",37.8
2017-10-26,2017-10-29,2017-10-27,"Newspoll (online & robo)",1623,"ALP",37
2017-10-26,2017-10-29,2017-10-27,"YouGov/Fifty Acres",1009,"ALP",33
2017-10-20,2017-10-30,2017-10-25,"Essential",1000,"ALP",37
2017-10-27,2017-11-06,2017-11-01,"Essential",1000,"ALP",37
2017-11-09,2017-11-12,2017-11-10,"Newspoll (online & robo)",1624,"ALP",38
2017-11-09,2017-11-12,2017-11-10,"YouGov/Fifty Acres",1034,"ALP",31
2017-11-03,2017-11-13,2017-11-08,"Essential",1000,"ALP",38
2017-11-10,2017-11-20,2017-11-15,"Essential",1000,"ALP",38
2017-11-23,2017-11-26,2017-11-24,"YouGov/Fifty Acres",1034,"ALP",32
2017-11-17,2017-11-27,2017-11-22,"Essential",1000,"ALP",38
2017-11-28,2017-11-28,2017-11-28,"ReachTEL",4571,"ALP",38.4
2017-11-30,2017-12-02,2017-12-01,"Ipsos",1401,"ALP",33
2017-11-30,2017-12-03,2017-12-01,"Newspoll (online & robo)",1560,"ALP",37
2017-11-24,2017-12-04,2017-11-29,"Essential",1000,"ALP",38
2017-12-01,2017-12-11,2017-12-06,"Essential",1000,"ALP",38
2017-12-14,2017-12-17,2017-12-15,"Newspoll (online & robo)",1669,"ALP",37
2017-12-08,2017-12-18,2017-12-13,"Essential",1000,"ALP",38
2018-01-11,2018-01-15,2018-01-13,"Essential",1038,"ALP",37
2018-01-25,2018-01-25,2018-01-25,"ReachTEL",2400,"ALP",38.7
2018-01-26,2018-01-28,2018-01-27,"Essential",1028,"ALP",35
2018-02-01,2018-02-04,2018-02-02,"Newspoll (online & robo)",1616,"ALP",37
2018-02-08,2018-02-11,2018-02-09,"Essential",1026,"ALP",36
2018-02-15,2018-02-18,2018-02-16,"Newspoll (online & robo)",1632,"ALP",37
2018-02-22,2018-02-22,2018-02-22,"ReachTEL",2400,"ALP",37
2018-02-22,2018-02-25,2018-02-23,"Essential",1028,"ALP",35
2018-03-01,2018-03-04,2018-03-02,"Newspoll (online & robo)",1657,"ALP",38
2018-03-03,2018-03-11,2018-03-07,"Morgan F2F",1400,"ALP",36
2018-03-08,2018-03-11,2018-03-09,"Essential",1025,"ALP",38
2018-03-17,2018-03-25,2018-03-21,"Morgan F2F",1417,"ALP",35
2018-03-22,2018-03-25,2018-03-23,"Newspoll (online & robo)",1597,"ALP",39
2018-03-22,2018-03-25,2018-03-23,"Essential",1027,"ALP",36
2018-03-28,2018-03-28,2018-03-28,"ReachTEL",2400,"ALP",36
2018-04-03,2018-04-05,2018-04-04,"Ipsos",1166,"ALP",34
2018-04-05,2018-04-08,2018-04-06,"Newspoll (online & robo)",1597,"ALP",37
2018-04-05,2018-04-08,2018-04-06,"Essential",1033,"ALP",37
2018-04-19,2018-04-22,2018-04-20,"Newspoll (online & robo)",2068,"ALP",37
2018-04-19,2018-04-22,2018-04-20,"Essential",1026,"ALP",36
2018-05-01,2018-05-01,2018-05-01,"ReachTEL",2400,"ALP",35
2018-05-03,2018-05-06,2018-05-04,"Essential",1033,"ALP",37
2018-05-10,2018-05-13,2018-05-11,"Newspoll (online & robo)",1728,"ALP",38
2018-05-09,2018-05-12,2018-05-10,"Ipsos",1200,"ALP",37
2018-05-10,2018-05-13,2018-05-11,"Essential",1027,"ALP",36
2018-05-17,2018-05-20,2018-05-18,"Essential",1025,"ALP",36
2018-05-24,2018-05-27,2018-05-25,"Newspoll (online & robo)",1591,"ALP",38
2018-05-31,2018-05-31,2018-05-31,"ReachTEL",2400,"ALP",34
2018-06-02,2018-06-02,2018-06-02,"ReachTEL",2000,"ALP",34
2018-05-31,2018-06-03,2018-06-01,"Essential",1025,"ALP",37
2018-06-14,2018-06-17,2018-06-15,"Essential",1027,"ALP",35
2018-06-14,2018-06-17,2018-06-15,"Newspoll (online & robo)",1660,"ALP",38
2018-06-20,2018-06-23,2018-06-21,"Ipsos",1200,"ALP",35
2018-06-28,2018-07-01,2018-06-29,"Essential",1030,"ALP",37
2018-06-28,2018-07-01,2018-06-29,"Newspoll (online & robo)",1609,"ALP",37
2018-07-12,2018-07-15,2018-07-13,"Essential",1014,"ALP",36
2018-07-12,2018-07-15,2018-07-13,"Newspoll (online & robo)",1644,"ALP",36
2018-07-18,2018-07-21,2018-07-19,"Ipsos",1200,"ALP",34
2018-07-26,2018-07-29,2018-07-27,"Essential",1022,"ALP",36
2018-07-26,2018-07-29,2018-07-27,"Newspoll (online & robo)",1704,"ALP",36
2018-08-02,2018-08-02,2018-08-02,"ReachTEL",2453,"ALP",34.4
2018-08-09,2018-08-12,2018-08-10,"Essential",1032,"ALP",37
2018-08-09,2018-08-12,2018-08-10,"Newspoll (online & robo)",1607,"ALP",35
2018-08-15,2018-08-18,2018-08-16,"Ipsos",1201,"ALP",35
2018-08-18,2018-08-19,2018-08-18,"Morgan F2F",886,"ALP",34.5
2018-08-24,2018-08-25,2018-08-24,"Newspoll (online & robo)",1783,"ALP",41
2018-08-24,2018-08-26,2018-08-25,"Essential",1035,"ALP",39
2018-08-25,2018-08-26,2018-08-25,"Morgan F2F",821,"ALP",36
2018-09-06,2018-09-09,2018-09-07,"Essential",1050,"ALP",37
2018-09-06,2018-09-09,2018-09-07,"Newspoll (online & robo)",1653,"ALP",42
2018-09-12,2018-09-15,2018-09-13,"Ipsos",1200,"ALP",31
2018-09-20,2018-09-23,2018-09-21,"Essential",1030,"ALP",36
2018-09-20,2018-09-23,2018-09-21,"Newspoll (online & robo)",1675,"ALP",39
2018-10-04,2018-10-07,2018-10-05,"Essential",1025,"ALP",37
2018-10-10,2018-10-13,2018-10-11,"Ipsos",1200,"ALP",35
2018-10-11,2018-10-13,2018-10-12,"Newspoll (online & robo)",1707,"ALP",38
2018-10-18,2018-10-21,2018-10-19,"Essential",1027,"ALP",37
2018-10-25,2018-10-28,2018-10-26,"Newspoll (online & robo)",1646,"ALP",39
2018-11-01,2018-11-04,2018-11-02,"Essential",1028,"ALP",39
2018-11-08,2018-11-11,2018-11-09,"Newspoll (online & robo)",1802,"ALP",40
